Accession,Release_Date,Species,Length,Nuc_Completeness,Geo_Location,U.S._State,Host,Isolation_Source,Collection_Date
MT846525,2020-08-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,complete,"USA: Wisconsin, Ozaukee county",WI,Homo sapiens,oronasopharynx,2020-05-21
MT846526,2020-08-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29773,complete,"USA: Wisconsin, Washington county",WI,Homo sapiens,oronasopharynx,2020-05-22
MT846527,2020-08-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,complete,"USA: Wisconsin, Milwaukee county",WI,Homo sapiens,oronasopharynx,2020-05-23
MT846528,2020-08-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,complete,"USA: Wisconsin, Milwaukee county",WI,Homo sapiens,oronasopharynx,2020-05-03
MT846529,2020-08-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,complete,"USA: Wisconsin, Racine county",WI,Homo sapiens,oronasopharynx,2020-05-04
MT846530,2020-08-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,partial,"USA: Wisconsin, Milwaukee county",WI,Homo sapiens,oronasopharynx,2020-05-05
MT846531,2020-08-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,complete,"USA: Wisconsin, Milwaukee county",WI,Homo sapiens,oronasopharynx,2020-05-06
MT846532,2020-08-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,partial,"USA: Wisconsin, Ozaukee county",WI,Homo sapiens,oronasopharynx,2020-05-07
MT846533,2020-08-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29773,complete,"USA: Wisconsin, Milwaukee county",WI,Homo sapiens,oronasopharynx,2020-05-07
MT846534,2020-08-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,complete,"USA: Wisconsin, Milwaukee county",WI,Homo sapiens,oronasopharynx,2020-05-07
MT846535,2020-08-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,complete,"USA: Wisconsin, Milwaukee county",WI,Homo sapiens,oronasopharynx,2020-05-07
MT846536,2020-08-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,partial,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-07-09
MT846537,2020-08-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,complete,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-07-08
MT846538,2020-08-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,complete,"USA: Wisconsin, Milwaukee county",WI,Homo sapiens,oronasopharynx,2020-06-30
MT846539,2020-08-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,complete,"USA: Wisconsin, Milwaukee county",WI,Homo sapiens,oronasopharynx,2020-07-01
MT846540,2020-08-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,complete,"USA: Wisconsin, Columbia county",WI,Homo sapiens,oronasopharynx,2020-07-08
MT846541,2020-08-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,complete,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-07-09
MT846542,2020-08-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29611,partial,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-07-08
MT846543,2020-08-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,partial,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-07-09
MT846544,2020-08-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,partial,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-07-09
MT846545,2020-08-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,complete,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-07-09
MT846546,2020-08-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,partial,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-07-10
MT846547,2020-08-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,complete,"USA: Illinois, Winnebago county",IL,Homo sapiens,oronasopharynx,2020-07-08
MT846548,2020-08-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,partial,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-07-09
MT846549,2020-08-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29776,partial,"USA: South Dakota, Minnehaha county",SD,Homo sapiens,oronasopharynx,2020-07-09
MT846550,2020-08-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,partial,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-07-14
MT846551,2020-08-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,partial,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-07-15
MT846552,2020-08-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,partial,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-07-13
MT846553,2020-08-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,complete,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-07-09
MT846554,2020-08-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,complete,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-07-06
MT846555,2020-08-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,complete,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-07-08
MT846556,2020-08-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,complete,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-07-09
MT846557,2020-08-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,complete,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-07-09
MT846558,2020-08-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,complete,"USA: California, San Diego county",CA,Homo sapiens,oronasopharynx,2020-07-08
MT846559,2020-08-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,complete,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-07-08
MT846560,2020-08-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,complete,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-07-06
MT846561,2020-08-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,complete,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-07-14
MT846562,2020-08-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,partial,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-07-13
MT846563,2020-08-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,complete,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-07-14
MT846564,2020-08-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,complete,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-07-13
MT846565,2020-08-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,complete,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-07-15
MT846566,2020-08-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,partial,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-07-13
MT846567,2020-08-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,complete,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-07-14
MT846568,2020-08-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,complete,"USA: Wisconsin, Marquette county",WI,Homo sapiens,oronasopharynx,2020-07-13
MT846569,2020-08-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,complete,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-07-13
MT846570,2020-08-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,complete,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-07-14
MT846571,2020-08-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,complete,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-07-15
MT846572,2020-08-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,complete,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-07-10
MT846573,2020-08-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29767,complete,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-07-15
MT846574,2020-08-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,complete,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-07-13
MT846575,2020-08-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,complete,"USA: Wisconsin, Jefferson county",WI,Homo sapiens,oronasopharynx,2020-07-15
MT846576,2020-08-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,complete,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-07-14
MT846577,2020-08-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,complete,"USA: Wisconsin, Columbia county",WI,Homo sapiens,oronasopharynx,2020-07-14
MT846578,2020-08-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,complete,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-07-12
MT846579,2020-08-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,complete,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-07-15
MT846580,2020-08-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,complete,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-07-10
MT846581,2020-08-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,complete,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-07-12
MT846582,2020-08-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,partial,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-07-13
MT846583,2020-08-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,complete,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-07-13
MT846584,2020-08-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,complete,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-07-11
MT846585,2020-08-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,complete,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-07-12
MT846586,2020-08-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,complete,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-07-15
MT846587,2020-08-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,complete,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-07-15
MT846588,2020-08-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,complete,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-07-12
MT846589,2020-08-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,complete,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-07-12
MT846590,2020-08-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,complete,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-07-11
MT846591,2020-08-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,complete,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-07-11
MT846592,2020-08-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29775,complete,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-07-10
MT846593,2020-08-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,complete,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-07-15
MT846594,2020-08-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,complete,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-07-10
MT846595,2020-08-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,complete,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-07-12
MT846596,2020-08-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,complete,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-07-10
MT846597,2020-08-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,complete,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-07-10
MT846598,2020-08-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,complete,"USA: Wisconsin, Rock county",WI,Homo sapiens,oronasopharynx,2020-07-10
MT846599,2020-08-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29494,partial,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-07-11
MT846600,2020-08-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,complete,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-07-10
MT846601,2020-08-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,complete,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-07-10
MT846602,2020-08-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,complete,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-07-10
MT846603,2020-08-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,complete,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-07-12
MT846604,2020-08-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,complete,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-07-15
MT846605,2020-08-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,complete,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-07-10
MT846606,2020-08-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29779,complete,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-07-13
MT846607,2020-08-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,complete,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-07-11
MT846608,2020-08-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,complete,"USA: Ohio, Cuyahoga county",OH,Homo sapiens,oronasopharynx,2020-07-12
MT846609,2020-08-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,complete,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-07-12
MT846610,2020-08-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29779,complete,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-07-13
MT846611,2020-08-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,complete,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-07-10
MT846612,2020-08-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,complete,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-07-12
MT846613,2020-08-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,complete,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-07-10
MT846614,2020-08-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,complete,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-07-13
MT846615,2020-08-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,complete,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-07-10
MT846616,2020-08-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,complete,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-07-10
MT846617,2020-08-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,partial,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-07-12
MT846618,2020-08-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,complete,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-07-13
MT846619,2020-08-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,complete,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-07-12
MT846620,2020-08-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,complete,"USA: Wisconsin, Milwaukee county",WI,Homo sapiens,oronasopharynx,2020-05-07
MT846621,2020-08-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,complete,"USA: Wisconsin, Waukesha county",WI,Homo sapiens,oronasopharynx,2020-05-07
MT846622,2020-08-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,complete,"USA: Wisconsin, Milwaukee county",WI,Homo sapiens,oronasopharynx,2020-05-07
MT846623,2020-08-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,complete,"USA: Wisconsin, Milwaukee county",WI,Homo sapiens,oronasopharynx,2020-05-05
MT846624,2020-08-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,partial,USA: Wisconsin,WI,Homo sapiens,oronasopharynx,2020-05-05
MT846625,2020-08-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,partial,USA: Wisconsin,WI,Homo sapiens,oronasopharynx,2020-05-05
MT846626,2020-08-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,complete,"USA: Wisconsin, Milwaukee county",WI,Homo sapiens,oronasopharynx,2020-05-04
MT846627,2020-08-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,complete,"USA: Wisconsin, Washington county",WI,Homo sapiens,oronasopharynx,2020-05-12
MT846628,2020-08-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,complete,"USA: Wisconsin, Ozaukee county",WI,Homo sapiens,oronasopharynx,2020-05-11
MT846629,2020-08-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,complete,USA: Wisconsin,WI,Homo sapiens,oronasopharynx,2020-05-10
MT846630,2020-08-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,partial,"USA: Wisconsin, Milwaukee county",WI,Homo sapiens,oronasopharynx,2020-05-11
MT846631,2020-08-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,complete,"USA: Wisconsin, Milwaukee county",WI,Homo sapiens,oronasopharynx,2020-05-10
MT846632,2020-08-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,complete,"USA: Wisconsin, Milwaukee county",WI,Homo sapiens,oronasopharynx,2020-05-08
MT846633,2020-08-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,complete,"USA: Wisconsin, Washington county",WI,Homo sapiens,oronasopharynx,2020-05-08
